nic_classification,year,state,sector,indicator,nic_code,nic_description,nic_type,value,unit
2008,2021-22,All India,Combined,Total Output,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,10240730,₹ lakhs
2008,2021-22,All India,Combined,Total Output,243,Casting of Metals,3-digit,16697644,₹ lakhs
2008,2021-22,All India,Combined,Total Output,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,38837948,₹ lakhs
2008,2021-22,All India,Combined,Total Output,273,Manufacture of Wiring and Wiring Devices,3-digit,12163317,₹ lakhs
2008,2021-22,All India,Combined,Total Output,2733,Manufacture of Wiring Devices,4-digit,1297238,₹ lakhs
2008,2021-22,All India,Combined,Total Output,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,9532656,₹ lakhs
2008,2021-22,All India,Combined,Total Output,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,12782862,₹ lakhs
2008,2021-22,All India,Combined,Total Output,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,10306580,₹ lakhs
2008,2021-22,All India,Combined,Total Output,2511,Manufacture of Structural Metal Products,4-digit,6591858,₹ lakhs
2008,2021-22,All India,Combined,Total Output,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,1382548,₹ lakhs
2008,2021-22,All India,Combined,Total Output,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,1382548,₹ lakhs
2008,2021-22,All India,Combined,Total Output,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,12782862,₹ lakhs
2008,2021-22,All India,Combined,Total Output,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,17071797,₹ lakhs
2008,2021-22,All India,Combined,Total Output,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,38837948,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,32503964,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,30,Manufacture of Other Transport Equipment,2-digit,19218433,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,27,Manufacture of Electrical Equipment,2-digit,33887356,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,24,Manufacture of Basic Metals,2-digit,156081525,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,22622423,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,909279,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,273,Manufacture of Wiring and Wiring Devices,3-digit,10639671,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,10349761,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,32503964,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,2432,Casting of Non-ferrous Metals,4-digit,1520960,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,2511,Manufacture of Structural Metal Products,4-digit,5628509,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,8293585,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,10349761,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,8545543,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,2733,Manufacture of Wiring Devices,4-digit,992510,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,909279,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,13738501,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,8557490,₹ lakhs
2008,2021-22,All India,Combined,Total Inputs,243,Casting of Metals,3-digit,14526590,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,2433101,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,987113,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,2733,Manufacture of Wiring Devices,4-digit,304728,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,24,Manufacture of Basic Metals,2-digit,34154127,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,5387275,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,27,Manufacture of Electrical Equipment,2-digit,6500173,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,30,Manufacture of Other Transport Equipment,2-digit,4990318,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,473269,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,473269,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,2511,Manufacture of Structural Metal Products,4-digit,963349,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,2432,Casting of Non-ferrous Metals,4-digit,247291,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,6333984,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,6333984,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,243,Casting of Metals,3-digit,2171054,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1683240,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,3333296,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,2433101,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,273,Manufacture of Wiring and Wiring Devices,3-digit,1523646,₹ lakhs
2008,2021-22,All India,Combined,Gross Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,2012995,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,2229041,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1786771,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,27,Manufacture of Electrical Equipment,2-digit,5781558,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,415695,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,5651869,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,2432,Casting of Non-ferrous Metals,4-digit,205139,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,2229041,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2922703,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1510879,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,243,Casting of Metals,3-digit,1715767,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,30,Manufacture of Other Transport Equipment,2-digit,4395935,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,5651869,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,2511,Manufacture of Structural Metal Products,4-digit,848918,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,24,Manufacture of Basic Metals,2-digit,29641545,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,273,Manufacture of Wiring and Wiring Devices,3-digit,1356412,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,4769217,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,885330,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,415695,₹ lakhs
2008,2021-22,All India,Combined,Net Value Added,2733,Manufacture of Wiring Devices,4-digit,276712,₹ lakhs
2008,2021-22,All India,Combined,Net Income,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,4836260,₹ lakhs
2008,2021-22,All India,Combined,Net Income,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1356665,₹ lakhs
2008,2021-22,All India,Combined,Net Income,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2665933,₹ lakhs
2008,2021-22,All India,Combined,Net Income,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,2108004,₹ lakhs
2008,2021-22,All India,Combined,Net Income,273,Manufacture of Wiring and Wiring Devices,3-digit,1205238,₹ lakhs
2008,2021-22,All India,Combined,Net Income,2511,Manufacture of Structural Metal Products,4-digit,750192,₹ lakhs
2008,2021-22,All India,Combined,Net Income,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,2108004,₹ lakhs
2008,2021-22,All India,Combined,Net Income,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1620960,₹ lakhs
2008,2021-22,All India,Combined,Net Income,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,402771,₹ lakhs
2008,2021-22,All India,Combined,Net Income,30,Manufacture of Other Transport Equipment,2-digit,4245842,₹ lakhs
2008,2021-22,All India,Combined,Net Income,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,4346697,₹ lakhs
2008,2021-22,All India,Combined,Net Income,24,Manufacture of Basic Metals,2-digit,26610152,₹ lakhs
2008,2021-22,All India,Combined,Net Income,27,Manufacture of Electrical Equipment,2-digit,5335838,₹ lakhs
2008,2021-22,All India,Combined,Net Income,2733,Manufacture of Wiring Devices,4-digit,261033,₹ lakhs
2008,2021-22,All India,Combined,Net Income,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,402771,₹ lakhs
2008,2021-22,All India,Combined,Net Income,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,781469,₹ lakhs
2008,2021-22,All India,Combined,Net Income,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,4836260,₹ lakhs
2008,2021-22,All India,Combined,Net Income,2432,Casting of Non-ferrous Metals,4-digit,172686,₹ lakhs
2008,2021-22,All India,Combined,Net Income,243,Casting of Metals,3-digit,1490917,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,2511,Manufacture of Structural Metal Products,4-digit,259156,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,2733,Manufacture of Wiring Devices,4-digit,119093,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,447755,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,971196,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,750396,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,2432,Casting of Non-ferrous Metals,4-digit,69338,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,3973408,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,30,Manufacture of Other Transport Equipment,2-digit,2581355,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,27,Manufacture of Electrical Equipment,2-digit,2520242,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,193669,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,24,Manufacture of Basic Metals,2-digit,20375235,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,1891674,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,3973408,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,243,Casting of Metals,3-digit,629793,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,467035,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,1186146,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,971196,₹ lakhs
2008,2021-22,All India,Combined,Net Profit,273,Manufacture of Wiring and Wiring Devices,3-digit,652873,₹ lakhs
